Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 3
Es, ins, 10, 1
Es, ins, 10, 1
Es, pesq, 10, 772
Es, pesq, 10, 789
Es, pesq, 10, 370
Es, pesq, 10, 352
Es, pesq, 10, 527
Es, pesq, 10, 539
Es, pesq, 10, 276
Es, pesq, 10, 444
Es, pesq, 10, 316
Es, pesq, 10, 172
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, pesq, 25, 847
Es, pesq, 25, 557
Es, pesq, 25, 631
Es, pesq, 25, 393
Es, pesq, 25, 998
Es, pesq, 25, 531
Es, pesq, 25, 203
Es, pesq, 25, 734
Es, pesq, 25, 102
Es, pesq, 25, 691
Es, ins, 75, 1
Es, ins, 75, 9
Es, ins, 75, 2
Es, ins, 75, 25
Es, ins, 75, 2
Es, ins, 75, 12
Es, ins, 75, 15
Es, ins, 75, 5
Es, ins, 75, 3
Es, ins, 75, 2
Es, pesq, 75, 816
Es, pesq, 75, 778
Es, pesq, 75, 774
Es, pesq, 75, 706
Es, pesq, 75, 440
Es, pesq, 75, 238
Es, pesq, 75, 687
Es, pesq, 75, 903
Es, pesq, 75, 270
Es, pesq, 75, 486
Es, ins, 100, 101
Es, ins, 100, 1
Es, ins, 100, 1
Es, ins, 100, 530
Es, ins, 100, 74
Es, ins, 100, 503
Es, ins, 100, 93
Es, ins, 100, 99
Es, ins, 100, 330
Es, ins, 100, 78
Es, pesq, 100, 722
Es, pesq, 100, 499
Es, pesq, 100, 30
Es, pesq, 100, 871
Es, pesq, 100, 505
Es, pesq, 100, 727
Es, pesq, 100, 375
Es, pesq, 100, 292
Es, pesq, 100, 627
Es, pesq, 100, 363
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, pesq, 200, 801
Es, pesq, 200, 315
Es, pesq, 200, 69
Es, pesq, 200, 164
Es, pesq, 200, 931
Es, pesq, 200, 265
Es, pesq, 200, 193
Es, pesq, 200, 582
Es, pesq, 200, 571
Es, pesq, 200, 652
Es, ins, 10, 2
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, pesq, 10, 638
Es, pesq, 10, 589
Es, pesq, 10, 631
Es, pesq, 10, 311
Es, pesq, 10, 450
Es, pesq, 10, 901
Es, pesq, 10, 11
Es, pesq, 10, 336
Es, pesq, 10, 287
Es, pesq, 10, 433
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 2
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 2
Es, ins, 25, 2
Es, ins, 25, 1
Es, ins, 25, 1
Es, pesq, 25, 349
Es, pesq, 25, 760
Es, pesq, 25, 304
Es, pesq, 25, 690
Es, pesq, 25, 368
Es, pesq, 25, 93
Es, pesq, 25, 670
Es, pesq, 25, 884
Es, pesq, 25, 587
Es, pesq, 25, 159
Es, ins, 75, 1
Es, ins, 75, 1
Es, ins, 75, 1
Es, ins, 75, 4
Es, ins, 75, 1
Es, ins, 75, 6
Es, ins, 75, 6
Es, ins, 75, 6
Es, ins, 75, 1
Es, ins, 75, 1
Es, pesq, 75, 694
Es, pesq, 75, 781
Es, pesq, 75, 821
Es, pesq, 75, 713
Es, pesq, 75, 685
Es, pesq, 75, 939
Es, pesq, 75, 94
Es, pesq, 75, 379
Es, pesq, 75, 229
Es, pesq, 75, 1000
Es, ins, 100, 121
Es, ins, 100, 463
Es, ins, 100, 61
Es, ins, 100, 116
Es, ins, 100, 49
Es, ins, 100, 178
Es, ins, 100, 229
Es, ins, 100, 126
Es, ins, 100, 5
Es, ins, 100, 5
Es, pesq, 100, 141
Es, pesq, 100, 661
Es, pesq, 100, 19
Es, pesq, 100, 384
Es, pesq, 100, 778
Es, pesq, 100, 181
Es, pesq, 100, 620
Es, pesq, 100, 758
Es, pesq, 100, 389
Es, pesq, 100, 124
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, pesq, 200, 297
Es, pesq, 200, 649
Es, pesq, 200, 280
Es, pesq, 200, 774
Es, pesq, 200, 724
Es, pesq, 200, 727
Es, pesq, 200, 793
Es, pesq, 200, 377
Es, pesq, 200, 100
Es, pesq, 200, 646
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 2
Es, ins, 10, 1
Es, ins, 10, 2
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, ins, 10, 1
Es, pesq, 10, 708
Es, pesq, 10, 482
Es, pesq, 10, 677
Es, pesq, 10, 294
Es, pesq, 10, 825
Es, pesq, 10, 683
Es, pesq, 10, 432
Es, pesq, 10, 950
Es, pesq, 10, 439
Es, pesq, 10, 340
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 2
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, ins, 25, 1
Es, pesq, 25, 159
Es, pesq, 25, 717
Es, pesq, 25, 490
Es, pesq, 25, 710
Es, pesq, 25, 497
Es, pesq, 25, 669
Es, pesq, 25, 462
Es, pesq, 25, 625
Es, pesq, 25, 407
Es, pesq, 25, 192
Es, ins, 75, 1
Es, ins, 75, 2
Es, ins, 75, 4
Es, ins, 75, 5
Es, ins, 75, 25
Es, ins, 75, 18
Es, ins, 75, 2
Es, ins, 75, 1
Es, ins, 75, 1
Es, ins, 75, 3
Es, pesq, 75, 895
Es, pesq, 75, 527
Es, pesq, 75, 921
Es, pesq, 75, 695
Es, pesq, 75, 876
Es, pesq, 75, 705
Es, pesq, 75, 632
Es, pesq, 75, 89
Es, pesq, 75, 772
Es, pesq, 75, 193
Es, ins, 100, 540
Es, ins, 100, 40
Es, ins, 100, 41
Es, ins, 100, 777
Es, ins, 100, 583
Es, ins, 100, 278
Es, ins, 100, 738
Es, ins, 100, 227
Es, ins, 100, 561
Es, ins, 100, 15
Es, pesq, 100, 179
Es, pesq, 100, 264
Es, pesq, 100, 373
Es, pesq, 100, 597
Es, pesq, 100, 965
Es, pesq, 100, 371
Es, pesq, 100, 744
Es, pesq, 100, 947
Es, pesq, 100, 467
Es, pesq, 100, 2
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, ins, 200, 1
Es, pesq, 200, 719
Es, pesq, 200, 1000
Es, pesq, 200, 423
Es, pesq, 200, 1
Es, pesq, 200, 287
Es, pesq, 200, 867
Es, pesq, 200, 2
Es, pesq, 200, 551
Es, pesq, 200, 977
Es, pesq, 200, 276
Es, ins, 10, 1
Es, ins, 10, 1
